Dados do abastecimento;;;;;;;;
Data;Temperatura (°C);Volume (L);Veículo;;;;;
04/12/2009;23;17070,00;EJV5070;;;;;
07/12/2009;22;21957,00;EJV4998;;;;;
07/12/2009;22;21957,00;EJV4433;;;;;
07/12/2009;22;21363,00;EFO4823;;;;;
07/12/2009;22;21363,00;EJV4558;;;;;
07/12/2009;22;21363,00;COA0541;;;;;
07/12/2009;22;21173,00;EJV5933;;;;;
07/12/2009;22;20939,00;DBL6081;;;;;
07/12/2009;22;20910,00;DBL5928;;;;;
07/12/2009;22;20802,00;EJV4567;;;;;
07/12/2009;22;20201,00;DBL6048;;;;;
08/12/2009;21;18826,00;EJV5338;;;;;
08/12/2009;21;18811,00;DPE6600;;;;;
08/12/2009;21;18826,00;EJV5911;;;;;
08/12/2009;21;18826,00;EJV4558;;;;;
08/12/2009;21;18676,00;CVP6990;;;;;
08/12/2009;21;18491,00;DBL5938;;;;;
08/12/2009;21;18177,00;DBL5955;;;;;
08/12/2009;21;17906,00;DPE6600;;;;;
08/12/2009;21;17906,00;DKR3745;;;;;
08/12/2009;21;17638,00;EJV4558;;;;;
08/12/2009;21;17556,00;EJV5070;;;;;
08/12/2009;21;17237,00;CVP6990;;;;;
08/12/2009;22;17207,00;DPE6600;;;;;
08/12/2009;22;17207,00;EJV4400;;;;;
08/12/2009;22;17207,00;EQU0500;;;;;
08/12/2009;22;16964,00;EQU0231;;;;;
08/12/2009;22;16477,00;DBL6248;;;;;
08/12/2009;22;16477,00;EQU0500;;;;;
08/12/2009;22;16477,00;CVP6990;;;;;
08/12/2009;22;16309,00;EQU0230;;;;;
08/12/2009;22;16022,00;DBL5966;;;;;
08/12/2009;22;16022,00;DBL5938;;;;;
08/12/2009;22;15990,00;EZX9600;;;;;
08/12/2009;22;15312,00;EFO4823;;;;;
09/12/2009;23;11741,00;EZX9600;;;;;
09/12/2009;23;11741,00;EJV4400;;;;;
09/12/2009;23;11741,00;DBL6280;;;;;
09/12/2009;23;15577,00;DPE6599;;;;;
09/12/2009;24;24513,00;EZX9600;;;;;
09/12/2009;25;26814,00;DBL6280;;;;;
10/12/2009;21;25456,00;EJV5348;;;;;
10/12/2009;22;24837,00;DPE6606;;;;;
10/12/2009;22;24367,00;DBL6282;;;;;
10/12/2009;22;23998,00;EJV5922;;;;;
10/12/2009;22;23774,00;CVP6990;;;;;
10/12/2009;23;23349,00;EJV5338;;;;;
10/12/2009;23;23349,00;EQU0844;;;;;
10/12/2009;23;23349,00;CVP6990;;;;;
10/12/2009;23;23349,00;DBL5478;;;;;
10/12/2009;23;23349,00;EJV5600;;;;;
10/12/2009;23;23209,00;EJV4558;;;;;
10/12/2009;23;23209,00;CVP6990;;;;;
10/12/2009;23;22857,00;DBL6248;;;;;
10/12/2009;24;22445,00;EQU0231;;;;;
10/12/2009;24;22445,00;EJV4558;;;;;
10/12/2009;24;22445,00;DPE6350;;;;;
10/12/2009;24;22072,00;EJV5600;;;;;
10/12/2009;24;21158,00;DKR3745;;;;;
10/12/2009;24;21158,00;CVP6990;;;;;
10/12/2009;24;21100,00;CVP6990;;;;;
10/12/2009;24;21100,00;DBL6282;;;;;
10/12/2009;24;21100,00;DBL5418;;;;;
10/12/2009;24;20630,00;DBL5928;;;;;
10/12/2009;24;20630,00;DPE6700;;;;;
10/12/2009;24;20630,00;EJV5070;;;;;
11/12/2009;22;19127,00;DBL5955;;;;;
11/12/2009;22;18887,00;DBL6290;;;;;
11/12/2009;22;18887,00;DBL6290;;;;;
11/12/2009;23;18041,00;DBL5504;;;;;
11/12/2009;23;17526,00;EJV5338;;;;;
11/12/2009;23;17404,00;DBL5928;;;;;
11/12/2009;23;17283,00;DBL6282;;;;;
11/12/2009;23;16964,00;EJV5348;;;;;
11/12/2009;23;16720,00;DBL5929;;;;;
11/12/2009;24;16122,00;EJV5933;;;;;
11/12/2009;24;15990,00;COA0541;;;;;
11/12/2009;24;15990,00;DPE6700;;;;;
11/12/2009;24;15990,00;COA0541;;;;;
11/12/2009;24;15990,00;DBL6280;;;;;
11/12/2009;24;15990,00;EJV4433;;;;;
11/12/2009;24;15990,00;DBL5418;;;;;
11/12/2009;24;15990,00;DKR3745;;;;;
11/12/2009;25;15990,00;DPE6600;;;;;
11/12/2009;25;15990,00;EJV5911;;;;;
11/12/2009;25;15699,00;DPE6609;;;;;
11/12/2009;25;15699,00;EZX9600;;;;;
11/12/2009;25;15699,00;EJV4433;;;;;
15/12/2009;20;18253,00;EJV5348;;;;;
15/12/2009;20;18253,00;DBL6081;;;;;
15/12/2009;20;18253,00;CVP6990;;;;;
15/12/2009;20;18026,00;EJV5070;;;;;
15/12/2009;21;18026,00;EJV4558;;;;;
15/12/2009;21;18026,00;EJV4400;;;;;
15/12/2009;21;18026,00;DBL6280;;;;;
15/12/2009;21;18026,00;DBL6349;;;;;
15/12/2009;21;17784,00;DBL5478;;;;;
15/12/2009;21;16675,00;DKR3745;;;;;
15/12/2009;21;15623,00;DBL5478;;;;;
15/12/2009;21;15246,00;DBL6248;;;;;
15/12/2009;21;14615,00;DPE6700;;;;;
15/12/2009;22;14615,00;DBL6248;;;;;
15/12/2009;23;11056,00;EJV4558;;;;;
15/12/2009;23;11056,00;DBL5955;;;;;
16/12/2009;22;9470,00;EZX9600;;;;;
16/12/2009;22;9211,00;DBL5955;;;;;
16/12/2009;22;9122,00;EJV5348;;;;;
16/12/2009;22;8737,00;EQU0220;;;;;
16/12/2009;22;8494,00;DBL5938;;;;;
16/12/2009;22;8394,00;EJV5922;;;;;
16/12/2009;23;8394,00;EZX9600;;;;;
16/12/2009;23;8394,00;DBL5478;;;;;
16/12/2009;23;10848,00;DBL6040;;;;;
16/12/2009;25;22687,00;EJV4555;;;;;
16/12/2009;25;22744,00;EJV5933;;;;;
16/12/2009;25;22430,00;DPE6600;;;;;
16/12/2009;25;22086,00;DBL6048;;;;;
16/12/2009;26;21755,00;CVP6990;;;;;
16/12/2009;26;21012,00;EJV5338;;;;;
16/12/2009;26;21012,00;COA0541;;;;;
16/12/2009;26;21012,00;EQU0844;;;;;
16/12/2009;26;21012,00;DPE6609;;;;;
16/12/2009;26;20453,00;EJV5338;;;;;
16/12/2009;26;20320,00;EFO4823;;;;;
16/12/2009;26;20320,00;DPE6609;;;;;
16/12/2009;26;20320,00;EJV4558;;;;;
16/12/2009;26;20320,00;EJV5933;;;;;
16/12/2009;26;20320,00;EJV5933;;;;;
16/12/2009;26;20033,00;EQU0231;;;;;
16/12/2009;26;20033,00;EQU0844;;;;;
17/12/2009;21;18409,00;DBL5938;;;;;
17/12/2009;21;18238,00;EJV5911;;;;;
17/12/2009;21;18223,00;DBL6280;;;;;
17/12/2009;21;18238,00;DPE6700;;;;;
17/12/2009;22;17754,00;EJV5933;;;;;
17/12/2009;22;17754,00;DBL5929;;;;;
17/12/2009;22;17754,00;DBL6048;;;;;
17/12/2009;22;17754,00;DBL5418;;;;;
17/12/2009;22;17754,00;EJV5911;;;;;
17/12/2009;22;17298,00;DBL5504;;;;;
17/12/2009;23;16882,00;DBL6298;;;;;
17/12/2009;23;16882,00;COA0541;;;;;
17/12/2009;23;16882,00;EJV5348;;;;;
17/12/2009;23;16882,00;EQU0844;;;;;
17/12/2009;23;16446,00;EQU0230;;;;;
17/12/2009;23;16446,00;DBL5966;;;;;
18/12/2009;21;14022,00;EQU0500;;;;;
18/12/2009;22;14022,00;EQU0220;;;;;
18/12/2009;22;14022,00;DBL5504;;;;;
18/12/2009;22;14022,00;DBL5929;;;;;
18/12/2009;22;14022,00;EQU0844;;;;;
18/12/2009;22;13761,00;DBL5929;;;;;
18/12/2009;22;13761,00;EJV4558;;;;;
18/12/2009;22;13761,00;DPE6700;;;;;
18/12/2009;22;13445,00;CVP6990;;;;;
18/12/2009;22;13354,00;EJV5922;;;;;
18/12/2009;23;13354,00;EJV4433;;;;;
18/12/2009;23;13036,00;DBL5938;;;;;
18/12/2009;23;13036,00;DBL6280;;;;;
18/12/2009;23;13036,00;EQU0220;;;;;
18/12/2009;23;13036,00;DBL6040;;;;;
18/12/2009;25;23223,00;DBL6282;;;;;
18/12/2009;25;28124,00;DKR3745;;;;;
18/12/2009;25;27703,00;DBL5955;;;;;
18/12/2009;25;27703,00;COA0541;;;;;
18/12/2009;25;27703,00;CVP6990;;;;;
18/12/2009;25;27084,00;EZX9600;;;;;
18/12/2009;24;27084,00;DBL5418;;;;;
21/12/2009;22;13870,00;DBL5955;;;;;
21/12/2009;22;13870,00;DBL5478;;;;;
21/12/2009;22;13870,00;DBL5966;;;;;
21/12/2009;22;13870,00;EJV5911;;;;;
21/12/2009;22;13870,00;EJV4400;;;;;
21/12/2009;23;13745,00;DBL6290;;;;;
21/12/2009;23;13745,00;EJV4998;;;;;
21/12/2009;23;13745,00;DPE6350;;;;;
21/12/2009;23;13745,00;EJV4567;;;;;
21/12/2009;23;13745,00;EZX9600;;;;;
21/12/2009;23;13745,00;EJV5600;;;;;
21/12/2009;24;13745,00;EFO4823;;;;;
21/12/2009;24;13745,00;EQU0231;;;;;
21/12/2009;24;13745,00;EJV4555;;;;;
21/12/2009;24;13745,00;DBL5966;;;;;
21/12/2009;24;13745,00;DPE6609;;;;;
21/12/2009;24;13745,00;DBL6081;;;;;
21/12/2009;25;13745,00;DBL5478;;;;;
22/12/2009;21;13490,00;COA0541;;;;;
22/12/2009;22;12957,00;EJV5922;;;;;
22/12/2009;22;12703,00;DBL5938;;;;;
22/12/2009;23;12643,00;DPE6599;;;;;
22/12/2009;23;12568,00;DPE6606;;;;;
22/12/2009;23;12432,00;DBL6081;;;;;
22/12/2009;23;12266,00;EJV5070;;;;;
22/12/2009;23;12266,00;EQU0230;;;;;
22/12/2009;23;12266,00;EQU0844;;;;;
22/12/2009;24;12266,00;DPE6609;;;;;
22/12/2009;24;12266,00;DBL6298;;;;;
22/12/2009;24;12266,00;EJV5600;;;;;
22/12/2009;24;12266,00;EJV4567;;;;;
22/12/2009;24;12107,00;EJV5070;;;;;
22/12/2009;24;12107,00;DBL6280;;;;;
22/12/2009;25;16832,00;DBL6048;;;;;
22/12/2009;25;27110,00;EQU0230;;;;;
22/12/2009;25;27032,00;DBL5478;;;;;
22/12/2009;25;27045,00;EJV5348;;;;;
22/12/2009;25;27045,00;EQU0844;;;;;
22/12/2009;26;27045,00;DBL5955;;;;;
22/12/2009;26;26210,00;EQU0231;;;;;
22/12/2009;26;26084,00;DBL6290;;;;;
22/12/2009;26;26033,00;DPE6600;;;;;
23/12/2009;22;23194,00;EQU0220;;;;;
23/12/2009;23;22843,00;EJV5338;;;;;
23/12/2009;23;22616,00;DBL5418;;;;;
23/12/2009;24;21871,00;DPE6606;;;;;
23/12/2009;24;21827,00;DKR3745;;;;;
23/12/2009;25;20924,00;DPE6599;;;;;
23/12/2009;25;20231,00;DBL5966;;;;;
23/12/2009;25;20081,00;EQU0220;;;;;
23/12/2009;25;19666,00;EJV5070;;;;;
23/12/2009;26;19666,00;EJV5348;;;;;
23/12/2009;26;19666,00;DBL6282;;;;;
23/12/2009;26;19666,00;DBL5966;;;;;
23/12/2009;26;19636,00;DBL6298;;;;;
23/12/2009;26;19441,00;EJV5070;;;;;
24/12/2009;25;24650,00;EZX9600;;;;;
24/12/2009;25;24650,00;EJV5600;;;;;
24/12/2009;25;24650,00;EJV5911;;;;;
24/12/2009;25;24650,00;EFO4823;;;;;
24/12/2009;25;24650,00;DBL5478;;;;;
24/12/2009;25;24326,00;DPE6599;;;;;
24/12/2009;26;24326,00;EZX9600;;;;;
24/12/2009;26;24326,00;DBL6290;;;;;
24/12/2009;26;24326,00;DBL5955;;;;;
24/12/2009;26;23930,00;DBL5938;;;;;
24/12/2009;26;23930,00;DBL5504;;;;;
24/12/2009;26;23930,00;DBL5418;;;;;
24/12/2009;26;23930,00;EQU0231;;;;;
24/12/2009;26;23759,00;DBL5938;;;;;
24/12/2009;26;23502,00;EZX9600;;;;;
24/12/2009;26;23502,00;EJV5911;;;;;
24/12/2009;26;23502,00;DBL5955;;;;;
24/12/2009;26;23502,00;EJV5911;;;;;
24/12/2009;25;23502,00;EQU0220;;;;;
28/12/2009;23;18426,00;EJV4998;;;;;
28/12/2009;23;18426,00;DBL6298;;;;;
28/12/2009;23;18344,00;DBL5938;;;;;
28/12/2009;23;18177,00;EJV4998;;;;;
28/12/2009;23;18177,00;EQU0500;;;;;
28/12/2009;23;18177,00;EJV4555;;;;;
28/12/2009;23;18177,00;EQU0230;;;;;
28/12/2009;23;18177,00;DBL6258;;;;;
28/12/2009;23;18177,00;EJV5933;;;;;
28/12/2009;23;18177,00;EJV4558;;;;;
28/12/2009;24;18177,00;DBL6081;;;;;
28/12/2009;24;18177,00;DBL5478;;;;;
28/12/2009;24;18177,00;DBL6048;;;;;
28/12/2009;24;18177,00;DPE6599;;;;;
28/12/2009;24;18192,00;EJV4558;;;;;
28/12/2009;24;17860,00;DBL6349;;;;;
28/12/2009;24;17860,00;EJV5911;;;;;
28/12/2009;24;17860,00;EJV5922;;;;;
28/12/2009;24;17860,00;DPE6606;;;;;
28/12/2009;24;17860,00;EQU0220;;;;;
28/12/2009;24;17622,00;EJV5922;;;;;
28/12/2009;24;17237,00;DPE6599;;;;;
28/12/2009;25;17237,00;DBL6280;;;;;
28/12/2009;25;17237,00;DPE6609;;;;;
28/12/2009;25;16816,00;DBL5955;;;;;
28/12/2009;25;16766,00;DBL6048;;;;;
28/12/2009;25;16598,00;DBL6298;;;;;
29/12/2009;23;16583,00;EJV5070;;;;;
29/12/2009;23;16248,00;EJV4433;;;;;
29/12/2009;23;16248,00;DPE6350;;;;;
29/12/2009;23;15562,00;EJV4558;;;;;
29/12/2009;23;15470,00;DBL5418;;;;;
29/12/2009;23;15470,00;EJV5600;;;;;
29/12/2009;23;15196,00;EQU0230;;;;;
29/12/2009;24;29729,00;DBL6280;;;;;
29/12/2009;24;29604,00;DPE6350;;;;;
29/12/2009;24;29604,00;DBL6081;;;;;
29/12/2009;25;27352,00;EJV4400;;;;;
29/12/2009;25;27352,00;EQU0500;;;;;
30/12/2009;23;25624,00;DBL5928;;;;;
30/12/2009;23;25624,00;DPE6609;;;;;
30/12/2009;23;25624,00;DBL5938;;;;;
30/12/2009;23;25612,00;DPE6600;;;;;
30/12/2009;23;25508,00;CVP6990;;;;;
30/12/2009;23;25177,00;DKR3745;;;;;
30/12/2009;23;24690,00;DKR3745;;;;;
30/12/2009;24;24149,00;DBL6258;;;;;
30/12/2009;24;24149,00;EJV4998;;;;;
30/12/2009;24;24026,00;DPE6606;;;;;
30/12/2009;24;24026,00;DPE6609;;;;;
30/12/2009;24;23152,00;EQU0231;;;;;
30/12/2009;24;23110,00;DBL5478;;;;;
30/12/2009;24;23110,00;DKR3745;;;;;
30/12/2009;24;22530,00;DBL6349;;;;;
31/12/2009;23;19082,00;DPE6606;;;;;
31/12/2009;23;18507,00;DBL6349;;;;;
31/12/2009;24;18011,00;DPE6350;;;;;
31/12/2009;24;17589,00;DBL6280;;;;;
31/12/2009;24;17359,00;DBL5966;;;;;
31/12/2009;24;19306,00;EJV5933;;;;;
31/12/2009;24;26984,00;DBL5955;;;;;
31/12/2009;24;26046,00;EJV4567;;;;;
31/12/2009;25;24877,00;EJV4433;;;;;
31/12/2009;25;24877,00;EQU0231;;;;;
31/12/2009;25;24396,00;DPE6600;;;;;
31/12/2009;25;24396,00;DBL5966;;;;;
04/01/2010;24;19651,00;EQU0230;;;;;
04/01/2010;24;19651,00;EFO4823;;;;;
04/01/2010;24;19651,00;DPE6600;;;;;
04/01/2010;24;19651,00;EZX9600;;;;;
04/01/2010;24;19651,00;EQU0230;;;;;
04/01/2010;24;19651,00;EJV4558;;;;;
04/01/2010;25;19651,00;DBL6290;;;;;
04/01/2010;25;19666,00;EQU0220;;;;;
04/01/2010;25;19666,00;EJV4433;;;;;
04/01/2010;25;19666,00;EJV4555;;;;;
04/01/2010;25;19666,00;EQU0230;;;;;
04/01/2010;25;19666,00;DPE6600;;;;;
04/01/2010;26;19666,00;CVP6990;;;;;
04/01/2010;26;19666,00;DPE6600;;;;;
04/01/2010;26;19546,00;EFO4823;;;;;
04/01/2010;26;19546,00;DBL6349;;;;;
04/01/2010;26;19257,00;COA0541;;;;;
04/01/2010;26;19257,00;DBL5418;;;;;
04/01/2010;26;19082,00;DPE6700;;;;;
05/01/2010;24;18377,00;EZX9600;;;;;
05/01/2010;25;17890,00;DBL5418;;;;;
05/01/2010;25;17890,00;DBL6298;;;;;
05/01/2010;25;17890,00;DBL6258;;;;;
05/01/2010;25;17890,00;DPE6700;;;;;
05/01/2010;25;17329,00;DPE6350;;;;;
05/01/2010;25;16914,00;EZX9600;;;;;
05/01/2010;25;16056,00;EJV5348;;;;;
05/01/2010;25;16056,00;DBL6258;;;;;
05/01/2010;25;16056,00;DBL6048;;;;;
05/01/2010;26;15165,00;EJV4567;;;;;
05/01/2010;26;15165,00;DPE6700;;;;;
05/01/2010;26;15165,00;DBL5478;;;;;
05/01/2010;26;15165,00;CVP6990;;;;;
05/01/2010;26;14844,00;DPE6700;;;;;
05/01/2010;26;13992,00;EJV4558;;;;;
06/01/2010;23;12492,00;EJV5933;;;;;
06/01/2010;24;11786,00;DBL5938;;;;;
06/01/2010;24;11297,00;DBL5928;;;;;
06/01/2010;24;11297,00;EJV4998;;;;;
06/01/2010;24;11297,00;DBL6349;;;;;
06/01/2010;24;11297,00;DBL6040;;;;;
06/01/2010;24;11297,00;DBL6282;;;;;
06/01/2010;24;11297,00;DBL5478;;;;;
06/01/2010;24;11297,00;DPE6606;;;;;
06/01/2010;24;10952,00;EQU0220;;;;;
06/01/2010;25;10214,00;DPE6606;;;;;
06/01/2010;25;9995,00;EQU0220;;;;;
06/01/2010;25;9995,00;EJV5600;;;;;
06/01/2010;25;9936,00;EQU0500;;;;;
06/01/2010;25;9182,00;DBL5478;;;;;
06/01/2010;25;8952,00;DPE6606;;;;;
06/01/2010;25;8466,00;EQU0500;;;;;
06/01/2010;26;8198,00;EQU0231;;;;;
06/01/2010;26;7763,00;EJV4555;;;;;
06/01/2010;26;7763,00;EQU0230;;;;;
06/01/2010;26;7278,00;DBL6248;;;;;
06/01/2010;27;11086,00;DBL6290;;;;;
07/01/2010;23;19606,00;EZX9600;;;;;
07/01/2010;24;19007,00;DBL5938;;;;;
07/01/2010;24;18630,00;DBL6048;;;;;
07/01/2010;24;18253,00;EFO4823;;;;;
07/01/2010;24;18253,00;DBL6081;;;;;
07/01/2010;24;17875,00;DBL6349;;;;;
07/01/2010;24;17875,00;DBL5418;;;;;
07/01/2010;25;17435,00;DBL6290;;;;;
07/01/2010;25;17161,00;DBL6298;;;;;
07/01/2010;25;16964,00;DBL5504;;;;;
07/01/2010;25;16370,00;EJV5338;;;;;
07/01/2010;25;16339,00;DPE6609;;;;;
07/01/2010;25;16339,00;CVP6990;;;;;
07/01/2010;25;16339,00;EFO4823;;;;;
07/01/2010;25;16263,00;DBL5928;;;;;
07/01/2010;25;15684,00;DPE6350;;;;;
07/01/2010;25;15684,00;DPE6606;;;;;
07/01/2010;25;15623,00;EQU0844;;;;;
07/01/2010;25;15012,00;DBL6280;;;;;
07/01/2010;26;14502,00;EQU0230;;;;;
07/01/2010;25;14502,00;DPE6600;;;;;
07/01/2010;25;14502,00;DBL6280;;;;;
07/01/2010;25;14502,00;DBL6349;;;;;
07/01/2010;25;14037,00;DBL6282;;;;;
08/01/2010;23;12342,00;DPE6350;;;;;
08/01/2010;23;12342,00;DBL5418;;;;;
08/01/2010;23;12342,00;EJV4567;;;;;
08/01/2010;23;12342,00;DBL5928;;;;;
08/01/2010;23;12342,00;DBL5938;;;;;
08/01/2010;23;12342,00;DBL6248;;;;;
08/01/2010;24;12205,00;DBL6081;;;;;
08/01/2010;24;11362,00;DBL5966;;;;;
08/01/2010;25;13582,00;EJV4998;;;;;
08/01/2010;25;19756,00;EQU0844;;;;;
08/01/2010;25;22772,00;DBL5504;;;;;
08/01/2010;25;22772,00;DBL6290;;;;;
08/01/2010;25;22772,00;DPE6609;;;;;
08/01/2010;25;22772,00;DBL6290;;;;;
08/01/2010;25;22280,00;DBL6258;;;;;
08/01/2010;25;21942,00;EFO4823;;;;;
11/01/2010;23;11562,00;DKR3745;;;;;
11/01/2010;23;11562,00;DBL6349;;;;;
11/01/2010;23;11562,00;DPE6599;;;;;
11/01/2010;23;11056,00;EZX9600;;;;;
11/01/2010;23;11056,00;EQU0220;;;;;
11/01/2010;23;11056,00;DPE6700;;;;;
11/01/2010;24;11056,00;DPE6606;;;;;
11/01/2010;24;10685,00;DPE6606;;;;;
11/01/2010;24;10685,00;EQU0220;;;;;
11/01/2010;24;10685,00;EJV5933;;;;;
12/01/2010;22;9673,00;DBL6248;;;;;
12/01/2010;22;9427,00;EQU0231;;;;;
12/01/2010;23;9028,00;DPE6609;;;;;
12/01/2010;23;8708,00;DBL5955;;;;;
12/01/2010;23;8594,00;DBL6280;;;;;
12/01/2010;23;8272,00;DBL5938;;;;;
12/01/2010;23;7860,00;DBL5938;;;;;
12/01/2010;23;7430,00;DKR3745;;;;;
12/01/2010;23;7402,00;DBL5966;;;;;
12/01/2010;24;7100,00;DBL5504;;;;;
12/01/2010;24;7100,00;COA0541;;;;;
12/01/2010;24;6786,00;DBL6248;;;;;
12/01/2010;24;6191,00;EJV4567;;;;;
12/01/2010;24;5632,00;EJV5911;;;;;
12/01/2010;24;5632,00;DPE6606;;;;;
12/01/2010;24;5632,00;DPE6350;;;;;
12/01/2010;24;5632,00;EQU0220;;;;;
12/01/2010;24;5632,00;EJV5922;;;;;
13/01/2010;24;17146,00;DBL5418;;;;;
13/01/2010;24;17146,00;DBL5929;;;;;
13/01/2010;24;17146,00;COA0541;;;;;
13/01/2010;24;16865,00;DBL5938;;;;;
13/01/2010;24;16865,00;EQU0500;;;;;
13/01/2010;24;16865,00;DBL5938;;;;;
13/01/2010;24;16865,00;DBL5966;;;;;
13/01/2010;25;16154,00;DBL6081;;;;;
13/01/2010;25;16154,00;COA0541;;;;;
13/01/2010;25;16154,00;DBL6258;;;;;
13/01/2010;25;16154,00;EJV5070;;;;;
13/01/2010;25;16154,00;DPE6606;;;;;
13/01/2010;25;16154,00;EJV5338;;;;;
13/01/2010;26;15714,00;DBL6282;;;;;
14/01/2010;25;11026,00;EJV4433;;;;;
14/01/2010;25;10199,00;CVP6990;;;;;
14/01/2010;25;10185,00;DBL6258;;;;;
14/01/2010;25;9828,00;EJV4998;;;;;
14/01/2010;25;9828,00;DPE6350;;;;;
14/01/2010;25;9137,00;DPE6700;;;;;
14/01/2010;26;12973,00;EFO4823;;;;;
14/01/2010;27;23834,00;DBL6081;;;;;
14/01/2010;27;23166,00;EJV5070;;;;;
14/01/2010;26;21217,00;DBL6298;;;;;
15/01/2010;22;18409,00;EJV5338;;;;;
15/01/2010;22;18409,00;DBL6040;;;;;
15/01/2010;22;18409,00;EJV4558;;;;;
15/01/2010;22;18409,00;DBL5478;;;;;
15/01/2010;22;18409,00;DBL6349;;;;;
15/01/2010;22;18409,00;DBL6349;;;;;
15/01/2010;22;18409,00;COA0541;;;;;
15/01/2010;22;18409,00;DBL6048;;;;;
15/01/2010;22;18409,00;COA0541;;;;;
15/01/2010;22;18409,00;EQU0500;;;;;
15/01/2010;22;18409,00;DBL6248;;;;;
15/01/2010;23;18409,00;DBL5418;;;;;
15/01/2010;23;18409,00;DPE6609;;;;;
18/01/2010;22;19160,00;EJV4433;;;;;
18/01/2010;22;18992,00;EJV4555;;;;;
18/01/2010;23;18992,00;DBL6248;;;;;
18/01/2010;23;19007,00;DPE6600;;;;;
18/01/2010;23;19007,00;EQU0844;;;;;
18/01/2010;23;19007,00;DPE6350;;;;;
18/01/2010;23;18147,00;EQU0230;;;;;
18/01/2010;23;18147,00;DBL5504;;;;;
18/01/2010;23;18147,00;EJV4555;;;;;
18/01/2010;24;18162,00;EQU0844;;;;;
18/01/2010;24;18162,00;EQU0844;;;;;
18/01/2010;24;18162,00;DBL6081;;;;;
18/01/2010;24;18162,00;EJV4558;;;;;
18/01/2010;24;18162,00;EJV5348;;;;;
18/01/2010;24;17799,00;DPE6600;;;;;
18/01/2010;24;17556,00;DKR3745;;;;;
18/01/2010;25;17556,00;DBL6290;;;;;
18/01/2010;25;17556,00;DBL6248;;;;;
18/01/2010;25;17404,00;EJV5911;;;;;
18/01/2010;25;17268,00;DPE6609;;;;;
18/01/2010;25;17268,00;DBL6280;;;;;
18/01/2010;25;17268,00;DBL6048;;;;;
19/01/2010;22;16848,00;DBL5938;;;;;
19/01/2010;22;16492,00;DPE6599;;;;;
19/01/2010;22;16492,00;DBL5928;;;;;
19/01/2010;23;16072,00;DBL6248;;;;;
19/01/2010;23;16072,00;DBL6248;;;;;
19/01/2010;23;16072,00;EJV4400;;;;;
19/01/2010;23;15821,00;EJV5922;;;;;
19/01/2010;23;15714,00;DPE6609;;;;;
19/01/2010;23;15729,00;EJV4433;;;;;
19/01/2010;24;15296,00;DBL6048;;;;;
20/01/2010;24;23902,00;DBL5966;;;;;
20/01/2010;24;23902,00;DPE6700;;;;;
20/01/2010;24;23902,00;DBL6280;;;;;
20/01/2010;24;23902,00;EQU0844;;;;;
20/01/2010;25;23640,00;DBL6280;;;;;
20/01/2010;25;23640,00;EQU0500;;;;;
20/01/2010;25;23209,00;DBL5504;;;;;
20/01/2010;25;23209,00;EJV5911;;;;;
20/01/2010;26;22602,00;DBL5955;;;;;
21/01/2010;23;19516,00;EJV4433;;;;;
21/01/2010;23;19516,00;DPE6350;;;;;
21/01/2010;23;19516,00;DBL5504;;;;;
21/01/2010;23;19516,00;DKR3745;;;;;
21/01/2010;23;19516,00;DBL6349;;;;;
21/01/2010;23;19176,00;EJV4558;;;;;
21/01/2010;23;19160,00;DBL6048;;;;;
21/01/2010;23;19160,00;DBL6258;;;;;
21/01/2010;23;19160,00;EZX9600;;;;;
21/01/2010;24;18600,00;EQU0220;;;;;
22/01/2010;23;12628,00;DBL5478;;;;;
22/01/2010;23;12628,00;EJV5070;;;;;
22/01/2010;22;12628,00;DPE6700;;;;;
22/01/2010;23;12124,00;DBL6282;;;;;
22/01/2010;23;12124,00;DPE6350;;;;;
22/01/2010;23;12124,00;DPE6700;;;;;
22/01/2010;23;11876,00;EJV5348;;;;;
22/01/2010;23;11727,00;DPE6600;;;;;
22/01/2010;23;11577,00;EJV4555;;;;;
22/01/2010;23;11394,00;EJV5338;;;;;
22/01/2010;23;10774,00;EFO4823;;;;;
22/01/2010;23;10361,00;DBL6048;;;;;
22/01/2010;23;10229,00;DBL6040;;;;;
22/01/2010;23;10229,00;DKR3745;;;;;
22/01/2010;24;9891,00;EJV5600;;;;;
22/01/2010;24;9891,00;EJV5348;;;;;
22/01/2010;24;14737,00;EFO4823;;;;;
22/01/2010;24;17815,00;EZX9600;;;;;
25/01/2010;22;12058,00;DPE6609;;;;;
25/01/2010;22;12058,00;DPE6599;;;;;
25/01/2010;22;12058,00;EJV5348;;;;;
25/01/2010;22;12058,00;DPE6600;;;;;
25/01/2010;22;12058,00;EJV5348;;;;;
25/01/2010;22;11951,00;EQU0844;;;;;
25/01/2010;23;11951,00;EJV5348;;;;;
25/01/2010;23;11756,00;DBL5955;;;;;
25/01/2010;23;11756,00;DBL5929;;;;;
25/01/2010;23;11756,00;EQU0231;;;;;
25/01/2010;25;16705,00;DBL5929;;;;;
25/01/2010;26;26839,00;DBL5478;;;;;
25/01/2010;27;26619,00;DBL5929;;;;;
25/01/2010;27;26619,00;EJV4998;;;;;
25/01/2010;27;26619,00;EQU0500;;;;;
25/01/2010;27;26619,00;DBL5478;;;;;
26/01/2010;22;24970,00;EJV5922;;;;;
26/01/2010;23;24770,00;DBL6298;;;;;
