Data;Temperatura (øC);Volume (L);Ve¡culo
05/08/2009;21;15101;DPE6600
05/08/2009;21;14714;DBL6258
05/08/2009;21;22129;DBL6349
05/08/2009;21;22129;DBL6290
05/08/2009;21;22129;DBL5928
05/08/2009;21;22129;DPE6609
05/08/2009;21;22129;DPE6350
05/08/2009;21;22129;EJV5911
05/08/2009;21;22129;DBL6040
05/08/2009;21;22086;DPE6599
05/08/2009;21;22072;DBL5418
05/08/2009;21;22072;DPE6350
05/08/2009;21;22072;EJV4400
05/08/2009;21;22072;DBL5478
05/08/2009;21;21129;DBL6298
05/08/2009;21;20924;EQU0220
05/08/2009;21;20690;DBL6048
05/08/2009;21;20527;EQU0220
05/08/2009;22;20527;EQU0230
05/08/2009;22;20527;DBL5418
05/08/2009;22;20512;EQU0220
05/08/2009;22;20231;DBL5928
06/08/2009;19;19208;DBL6048
06/08/2009;21;17268;EJV4555
06/08/2009;21;17085;DBL6282
06/08/2009;21;17085;EJV4433
06/08/2009;21;17085;DPE6600
06/08/2009;21;17085;DBL6280
07/08/2009;19;11487;COA0541
07/08/2009;19;11442;DBL6040
07/08/2009;20;11115;DPE6606
07/08/2009;20;10982;EJV4400
08/08/2009;19;4363;DPE6350
08/08/2009;19;4252;DBL6282
08/08/2009;21;3330;EFO4823
08/08/2009;21;3330;DPE6350
08/08/2009;21;3330;DBL6349
08/08/2009;30;23166;EQU0844
08/08/2009;30;20438;DPE6599
08/08/2009;28;18132;DBL6280
10/08/2009;18;17672;DBL6349
10/08/2009;19;17191;DBL6258
10/08/2009;19;17191;DBL5955
10/08/2009;19;17191;DPE6700
11/08/2009;17;13263;DBL5418
11/08/2009;17;12891;DBL6081
11/08/2009;17;12688;DBL5478
11/08/2009;17;12688;EJV5911
11/08/2009;18;12673;DPE6599
11/08/2009;18;12688;DBL6258
11/08/2009;18;12372;DBL6290
11/08/2009;18;11801;CVP6990
11/08/2009;18;11410;DBL5478
11/08/2009;18;11219;EJV4433
11/08/2009;18;11204;EQU0500
11/08/2009;18;10759;EJV5348
11/08/2009;18;10435;EJV5600
11/08/2009;18;10053;COA0541
11/08/2009;18;9398;DPE6700
12/08/2009;15;6544;DBL5478
12/08/2009;15;6343;EJV5348
12/08/2009;15;6064;DBL5966
12/08/2009;15;5483;DBL6280
12/08/2009;16;5006;DBL5929
12/08/2009;16;4460;EQU0500
12/08/2009;16;3942;DPE6350
12/08/2009;16;3848;DBL5504
12/08/2009;16;3455;DBL5928
12/08/2009;16;3228;DBL6258
12/08/2009;16;3025;DBL5955
12/08/2009;16;2630;EJV4567
12/08/2009;17;2503;EJV5348
12/08/2009;17;2503;DBL6048
12/08/2009;17;2503;EJV4567
12/08/2009;24;9615;EQU0231
13/08/2009;19;13172;EQU0230
13/08/2009;19;12858;EQU0844
13/08/2009;18;12858;DBL5928
13/08/2009;18;12858;CVP6990
13/08/2009;18;12858;DBL6048
13/08/2009;19;12342;EJV5922
13/08/2009;21;22158;COA0541
13/08/2009;21;21885;EJV4998
13/08/2009;21;21071;DBL6290
13/08/2009;21;21056;EJV4998
13/08/2009;21;20645;CVP6990
13/08/2009;21;20512;EQU0500
13/08/2009;21;19845;EJV4400
13/08/2009;21;19561;EJV5070
13/08/2009;22;19337;DBL5928
13/08/2009;22;18132;DBL5478
13/08/2009;22;17070;DBL6349
13/08/2009;22;16898;DPE6606
13/08/2009;22;16898;DPE6606
13/08/2009;22;16882;DBL5418
14/08/2009;18;13931;DPE6599
14/08/2009;18;13931;DPE6609
14/08/2009;18;13761;CVP6990
14/08/2009;18;13551;DBL5955
14/08/2009;18;13414;DBL5955
14/08/2009;18;13081;DPE6700
14/08/2009;19;12553;EQU0220
14/08/2009;19;12281;DPE6606
14/08/2009;20;22086;EJV5922
14/08/2009;20;21290;DBL5929
14/08/2009;20;20881;EJV4558
14/08/2009;20;20881;EQU0231
14/08/2009;21;18117;DBL5504
17/08/2009;17;16492;EQU0500
17/08/2009;17;15897;DBL6258
17/08/2009;17;15851;DPE6606
17/08/2009;17;15851;DBL5418
17/08/2009;18;15851;DKR3745
17/08/2009;18;15851;DBL6258
17/08/2009;18;15851;EJV5348
17/08/2009;19;15851;DBL5929
17/08/2009;19;15851;DBL5955
17/08/2009;19;15851;DPE6700
17/08/2009;19;15362;EFO4823
17/08/2009;19;15362;DKR3745
17/08/2009;20;15362;EQU0231
17/08/2009;20;15213;DBL5478
17/08/2009;20;15213;DBL6280
17/08/2009;20;15213;DBL6081
17/08/2009;20;15213;EJV5600
17/08/2009;20;15213;DBL6258
17/08/2009;20;15213;EJV5348
17/08/2009;21;15073;DBL6248
17/08/2009;21;15073;DBL5504
17/08/2009;21;25010;DBL5928
17/08/2009;21;25036;EJV4555
17/08/2009;21;25036;DBL6248
18/08/2009;19;24744;EJV5338
18/08/2009;20;24053;EQU0220
18/08/2009;20;23684;EJV5348
18/08/2009;20;23251;EQU0231
18/08/2009;20;23095;EQU0500
18/08/2009;20;22814;EJV5348
18/08/2009;20;22814;EJV4567
18/08/2009;20;22473;DBL6248
18/08/2009;21;21085;EFO4823
18/08/2009;21;20615;EQU0220
19/08/2009;18;18314;EJV5338
19/08/2009;18;18314;EQU0220
19/08/2009;18;17966;EQU0230
19/08/2009;18;17966;DBL5928
19/08/2009;18;17966;EJV4555
19/08/2009;19;17622;EJV4558
19/08/2009;19;17572;EJV5070
19/08/2009;19;17572;DBL6349
19/08/2009;19;17572;EFO4823
19/08/2009;19;17085;EQU0220
19/08/2009;19;17085;COA0541
19/08/2009;19;16614;DBL6081
19/08/2009;19;16614;DPE6700
19/08/2009;19;16614;DBL5478
19/08/2009;19;16202;DBL6282
19/08/2009;20;16202;DPE6606
19/08/2009;20;15943;DBL5966
19/08/2009;20;15943;CVP6990
19/08/2009;20;15943;DBL5478
19/08/2009;20;15943;EJV5070
19/08/2009;20;20939;DBL6258
19/08/2009;20;25878;DBL5929
19/08/2009;20;25417;EJV4998
19/08/2009;20;25417;DPE6609
20/08/2009;17;24717;DPE6600
20/08/2009;18;24231;DPE6350
20/08/2009;18;24012;DBL6298
20/08/2009;18;24012;DBL5966
20/08/2009;18;24012;EZX9600
20/08/2009;18;24012;EJV5922
20/08/2009;18;24012;DPE6600
20/08/2009;18;24012;DBL5478
20/08/2009;18;23488;EJV5933
20/08/2009;18;23488;DBL5938
20/08/2009;18;23488;EQU0500
20/08/2009;18;22973;EJV4998
20/08/2009;19;22973;EQU0844
20/08/2009;19;22973;EFO4823
20/08/2009;19;22973;DBL5966
21/08/2009;17;16022;EJV5933
21/08/2009;18;15328;EJV5933
21/08/2009;17;15328;EJV5933
21/08/2009;17;15328;COA0541
21/08/2009;17;15165;DBL5966
21/08/2009;17;14860;EJV4400
21/08/2009;17;14768;DBL5418
21/08/2009;17;14768;DBL6280
21/08/2009;17;14768;COA0541
21/08/2009;17;14753;DBL6248
21/08/2009;17;14128;EJV4567
21/08/2009;17;14128;EQU0844
21/08/2009;17;14128;DBL5955
21/08/2009;17;14128;DBL5418
21/08/2009;17;14128;EJV4998
21/08/2009;17;14007;DBL6349
24/08/2009;16;20586;DBL5928
24/08/2009;16;20586;COA0541
24/08/2009;16;20586;EJV4567
24/08/2009;16;20586;EQU0230
24/08/2009;16;19968;DBL5966
24/08/2009;16;19968;EQU0230
24/08/2009;16;19968;EJV4400
24/08/2009;16;19830;DBL5928
24/08/2009;16;19830;DPE6600
24/08/2009;16;19830;DBL6298
24/08/2009;16;19830;EJV4555
24/08/2009;17;19830;DBL5418
24/08/2009;17;19830;DPE6350
24/08/2009;17;19845;EJV5348
24/08/2009;17;19606;DBL6298
24/08/2009;17;19606;DBL6298
24/08/2009;17;19606;EJV4555
25/08/2009;17;27008;EQU0220
25/08/2009;17;26947;EJV5348
25/08/2009;17;26753;DBL6248
25/08/2009;17;26607;EJV4555
25/08/2009;17;26385;DBL6298
25/08/2009;17;25727;DPE6609
25/08/2009;17;25120;DPE6600
25/08/2009;17;24823;EJV5348
25/08/2009;18;24823;EJV5070
25/08/2009;18;24823;DBL5938
25/08/2009;18;24823;EJV4400
25/08/2009;18;24555;DBL6258
25/08/2009;18;24176;EJV5600
25/08/2009;18;24039;EJV4567
25/08/2009;18;24039;DPE6700
25/08/2009;18;24039;EZX9600
25/08/2009;18;23848;EQU0231
25/08/2009;18;23834;DBL6282
25/08/2009;18;23848;EQU0230
25/08/2009;18;23684;DBL6248
25/08/2009;18;23209;EJV4558
25/08/2009;18;23209;EFO4823
25/08/2009;18;23194;EJV4558
25/08/2009;18;22402;DBL6349
26/08/2009;16;22058;DBL6081
26/08/2009;16;21668;DBL5929
26/08/2009;17;21668;EQU0500
26/08/2009;17;20939;EJV5911
26/08/2009;17;20706;EQU0231
26/08/2009;17;20364;EJV5600
26/08/2009;17;20017;EJV5911
26/08/2009;17;19830;EJV4400
26/08/2009;18;19741;DBL6248
26/08/2009;18;19666;DBL5938
26/08/2009;18;19208;DBL5966
26/08/2009;18;19208;EQU0500
26/08/2009;18;19208;DBL5504
26/08/2009;18;19208;EQU0231
26/08/2009;18;19208;EJV4433
26/08/2009;18;18917;DPE6700
26/08/2009;18;18661;DBL6081
26/08/2009;18;18299;DPE6600
26/08/2009;18;17541;DBL6048
26/08/2009;19;17374;DBL5966
26/08/2009;19;17374;DBL6298
26/08/2009;19;16979;DBL5955
26/08/2009;19;16882;DBL6349
26/08/2009;19;15882;EJV5922
27/08/2009;17;14037;EQU0500
27/08/2009;19;21770;DPE6606
28/08/2009;20;27583;EJV4998
28/08/2009;20;27305;DBL6040
28/08/2009;20;27058;DBL5504
28/08/2009;20;26851;EQU0230
28/08/2009;20;26851;DBL6349
28/08/2009;20;26851;DBL5504
28/08/2009;20;26851;EJV4558
28/08/2009;20;26570;DBL6349
28/08/2009;21;26531;EJV5911
28/08/2009;21;26159;EJV5600
28/08/2009;21;26159;EJV5348
28/08/2009;21;26159;DBL5504
28/08/2009;21;26159;DBL5504
28/08/2009;21;25417;DBL5966
28/08/2009;21;24258;DBL6290
28/08/2009;21;24135;EQU0230
28/08/2009;21;24135;DBL5418
01/09/2009;18;23124;DBL6298
01/09/2009;19;22416;EJV4558
01/09/2009;20;21784;DBL6081
01/09/2009;20;21041;EJV5911
01/09/2009;20;21041;EQU0231
01/09/2009;21;25944;EQU0231
01/09/2009;21;25931;EJV5070
01/09/2009;21;25931;EQU0220
01/09/2009;21;25931;DPE6350
01/09/2009;22;25931;DBL6282
01/09/2009;24;23321;EQU0230
02/09/2009;23;17070;DBL5929
02/09/2009;24;16766;EJV4558
02/09/2009;24;16782;DBL6282
02/09/2009;24;16782;DBL5418
02/09/2009;24;16202;EJV5070
02/09/2009;24;19337;EJV5348
02/09/2009;24;21231;EJV4998
03/09/2009;21;18192;EJV5600
03/09/2009;22;17769;DPE6600
03/09/2009;22;17769;EQU0220
03/09/2009;22;17769;DBL5955
03/09/2009;22;17769;DBL6258
03/09/2009;23;27032;DPE6606
03/09/2009;23;27666;DBL5418
03/09/2009;23;27666;DKR3745
04/09/2009;21;23363;DPE6599
04/09/2009;21;22602;DBL6280
04/09/2009;21;22602;DBL6349
04/09/2009;21;22602;EJV4433
04/09/2009;21;22373;DPE6599
04/09/2009;21;22342;DBL5928
04/09/2009;21;22029;DBL5938
04/09/2009;21;22014;DBL6048
04/09/2009;21;22014;EJV4567
04/09/2009;21;21712;DBL6040
04/09/2009;22;20722;DBL5938
04/09/2009;22;20364;EQU0220
04/09/2009;22;20364;DBL5418
04/09/2009;22;20364;DBL6280
04/09/2009;22;19936;DPE6350
04/09/2009;22;19936;DPE6606
04/09/2009;22;19936;EJV5911
04/09/2009;22;19889;DBL5928
07/09/2009;19;12075;DBL6349
07/09/2009;19;11756;COA0541
07/09/2009;19;11756;EJV4567
07/09/2009;19;11756;DBL6048
07/09/2009;19;11756;DBL6048
07/09/2009;19;11637;EQU0844
07/09/2009;20;11517;EFO4823
07/09/2009;20;11517;DBL5955
07/09/2009;20;11410;EJV4558
07/09/2009;20;11410;DBL6048
07/09/2009;20;12875;CVP6990
07/09/2009;21;21071;EJV5911
07/09/2009;21;20895;DPE6609
07/09/2009;21;20866;DBL6282
07/09/2009;21;20866;EJV4998
07/09/2009;21;20866;DBL5938
07/09/2009;22;20866;EZX9600
07/09/2009;22;20881;DBL6280
07/09/2009;22;20881;DBL5938
07/09/2009;22;20881;EJV5933
08/09/2009;21;20231;DPE6700
08/09/2009;21;20231;DPE6700
23/09/2009;20;12825;DKR3745
23/09/2009;20;12809;DKR3745
23/09/2009;21;17738;DBL6298
23/09/2009;21;19382;DBL6258
23/09/2009;21;20754;EJV5338
23/09/2009;21;22644;DBL5504
23/09/2009;21;22659;EJV5933
23/09/2009;21;22602;DBL6048
23/09/2009;21;22559;EQU0230
23/09/2009;21;22587;EQU0230
23/09/2009;21;22602;EJV5338
23/09/2009;21;22559;DPE6606
23/09/2009;21;22587;EJV5070
23/09/2009;21;22545;DBL6298
23/09/2009;21;22573;DBL5504
23/09/2009;21;22559;DBL6298
23/09/2009;21;22573;EJV4433
23/09/2009;21;22587;EJV5600
23/09/2009;21;22530;EJV5911
23/09/2009;21;22545;EJV4567
23/09/2009;21;22545;EJV4567
23/09/2009;21;22545;DBL5418
23/09/2009;21;22545;EJV5338
23/09/2009;21;22473;EJV5348
23/09/2009;21;22487;DPE6599
23/09/2009;21;22487;DBL6258
23/09/2009;21;22516;DBL5929
23/09/2009;21;22502;EFO4823
23/09/2009;21;22487;DBL5418
23/09/2009;21;22342;DBL6282
23/09/2009;21;22342;EJV5933
23/09/2009;21;22342;DBL5478
23/09/2009;20;22326;DBL6258
23/09/2009;20;22326;DBL6290
23/09/2009;20;22326;DBL6290
23/09/2009;20;21885;DBL5418
23/09/2009;20;21885;EZX9600
23/09/2009;20;21885;EFO4823
23/09/2009;20;21885;DBL5478
23/09/2009;20;21813;EJV5911
23/09/2009;21;21027;EJV4433
23/09/2009;21;20290;DBL6282
23/09/2009;21;19952;EJV4558
23/09/2009;21;19696;DBL6040
23/09/2009;21;19696;EJV5911
23/09/2009;21;19696;EJV5922
24/09/2009;18;17875;EJV5933
24/09/2009;19;17298;DBL6280
24/09/2009;19;16598;DBL6282
24/09/2009;19;15562;DBL5929
24/09/2009;19;15424;DBL5955
24/09/2009;19;15424;DBL6290
24/09/2009;19;15424;DBL6280
24/09/2009;19;15424;EJV4433
24/09/2009;19;15424;EJV4555
24/09/2009;19;15424;DBL6248
24/09/2009;19;15424;EFO4823
24/09/2009;19;15043;EJV4433
24/09/2009;19;15028;DPE6609
24/09/2009;19;15028;EJV4558
24/09/2009;19;15012;EJV4567
24/09/2009;19;14997;EJV5911
24/09/2009;19;14982;DBL5966
24/09/2009;19;14967;DBL5418
24/09/2009;19;14967;EJV5600
24/09/2009;19;14967;EQU0500
24/09/2009;19;14967;EJV5600
24/09/2009;19;14967;EJV4433
24/09/2009;21;24983;DBL6258
24/09/2009;20;24983;DBL5418
24/09/2009;20;24903;DBL5504
24/09/2009;20;24957;EJV5933
24/09/2009;20;24917;DBL6282
24/09/2009;20;24930;DBL5928
24/09/2009;20;24917;DBL6040
24/09/2009;20;24957;DBL6048
24/09/2009;20;24903;DBL6048
24/09/2009;20;24943;EQU0500
24/09/2009;20;24917;EJV4433
24/09/2009;20;24943;DPE6700
24/09/2009;20;24970;DBL6081
24/09/2009;20;24903;DBL5929
24/09/2009;20;24917;EJV4433
24/09/2009;20;24917;DBL6282
24/09/2009;20;24877;EQU0500
24/09/2009;20;24930;DBL6280
24/09/2009;20;24930;DBL5504
24/09/2009;20;24917;COA0541
24/09/2009;20;24943;EJV5911
24/09/2009;20;24930;DBL6081
24/09/2009;20;24930;CVP6990
24/09/2009;20;24930;DPE6700
24/09/2009;20;24810;DBL6248
24/09/2009;20;24810;DPE6609
24/09/2009;20;24823;DBL5504
24/09/2009;20;24810;DBL5955
24/09/2009;20;24770;EJV5070
24/09/2009;20;24797;EJV4555
24/09/2009;20;24784;EJV5600
24/09/2009;20;24770;DPE6609
24/09/2009;20;24770;DBL5938
24/09/2009;20;24730;DBL6248
24/09/2009;20;24730;EJV5338
24/09/2009;20;24744;EJV5070
24/09/2009;20;24513;EQU0230
24/09/2009;20;23557;EQU0230
24/09/2009;20;23080;CVP6990
24/09/2009;20;23080;DPE6609
24/09/2009;20;22973;EJV5922
24/09/2009;20;22958;DKR3745
24/09/2009;20;22687;DKR3745
25/09/2009;16;22029;EJV5922
25/09/2009;16;22029;DPE6609
25/09/2009;16;21546;EJV5338
25/09/2009;16;21217;DBL6081
25/09/2009;16;21173;DBL6048
25/09/2009;17;21173;DPE6609
25/09/2009;17;20645;DPE6609
25/09/2009;17;19859;DBL6349
25/09/2009;19;17769;DKR3745
25/09/2009;19;17769;DBL6290
25/09/2009;19;16400;EJV4400
28/09/2009;23;14798;EJV4558
28/09/2009;23;14798;DBL6258
28/09/2009;23;14798;DKR3745
28/09/2009;24;13745;EJV5338
28/09/2009;24;13745;DBL5418
28/09/2009;24;13745;DBL5955
28/09/2009;25;13745;DKR3745
28/09/2009;25;13761;EJV4558
28/09/2009;25;13761;DBL6290
28/09/2009;25;13695;DBL6048
28/09/2009;25;13597;DPE6606
28/09/2009;24;13263;DBL6282
28/09/2009;24;13263;DBL6248
29/09/2009;21;11682;DPE6599
29/09/2009;21;11378;EJV5600
29/09/2009;21;11115;EQU0220
29/09/2009;21;11115;DBL5955
29/09/2009;21;11115;DBL6298
29/09/2009;21;11115;DPE6600
29/09/2009;24;21085;EJV5911
29/09/2009;23;21129;EJV4567
29/09/2009;23;21129;EQU0231
29/09/2009;23;20770;EJV5933
29/09/2009;22;20527;EJV4555
29/09/2009;22;20527;DBL6081
29/09/2009;22;20527;DBL6081
29/09/2009;22;20512;EQU0844
29/09/2009;22;20512;EZX9600
29/09/2009;21;20512;DBL6282
29/09/2009;21;20512;EFO4823
29/09/2009;21;20512;EJV4558
29/09/2009;21;20512;DBL6248
29/09/2009;21;20512;DBL6040
29/09/2009;21;20512;DBL5418
29/09/2009;21;20512;DBL5929
29/09/2009;21;20512;DBL6349
29/09/2009;21;20512;EJV4400
29/09/2009;20;20512;EJV5348
29/09/2009;21;20017;EJV5922
29/09/2009;20;20017;EQU0231
29/09/2009;21;19471;EJV5933
30/09/2009;17;17040;DBL5938
30/09/2009;17;16400;DPE6600
30/09/2009;21;25919;EJV5933
30/09/2009;21;25957;EQU0500
30/09/2009;20;25508;COA0541
30/09/2009;19;25495;EFO4823
30/09/2009;19;25495;DBL6258
30/09/2009;19;25495;DPE6700
30/09/2009;19;25063;EJV5070
30/09/2009;19;24690;EJV4433
30/09/2009;19;24690;DBL5955
30/09/2009;19;24176;DPE6350
30/09/2009;20;23377;DBL5938
30/09/2009;20;23349;EJV5070
30/09/2009;19;23349;EJV4400
30/09/2009;20;22885;COA0541
30/09/2009;19;22885;EJV5922
30/09/2009;19;22249;DPE6350
30/09/2009;19;22249;EJV4567
01/10/2009;16;18253;EJV5911
01/10/2009;16;17672;EZX9600
01/10/2009;17;17085;DKR3745
01/10/2009;17;17085;EQU0230
01/10/2009;17;16659;DBL6349
01/10/2009;18;16659;EJV5933
01/10/2009;18;16659;DBL6258
01/10/2009;18;16659;DPE6606
01/10/2009;18;16659;EJV4998
01/10/2009;18;15745;EJV5933
01/10/2009;18;15684;DBL5938
01/10/2009;18;15684;DBL6081
01/10/2009;18;15213;DBL6258
01/10/2009;18;15134;EJV5911
01/10/2009;19;15058;DBL6282
01/10/2009;19;15058;DBL6349
01/10/2009;19;14905;EJV5922
01/10/2009;19;14905;EQU0844
01/10/2009;19;14486;EJV4567
01/10/2009;19;13794;EJV4998
01/10/2009;19;13384;DBL6248
01/10/2009;19;13369;DBL6290
02/10/2009;18;12327;EJV5348
02/10/2009;18;12327;DBL6040
02/10/2009;18;12327;DBL6290
02/10/2009;18;11936;CVP6990
02/10/2009;18;11936;DPE6600
02/10/2009;18;11936;DPE6606
02/10/2009;18;11936;DPE6700
02/10/2009;19;11936;DBL6349
02/10/2009;19;11936;EZX9600
02/10/2009;19;11487;DBL6349
02/10/2009;19;11234;DBL6290
02/10/2009;19;11234;DBL6298
02/10/2009;19;10774;DBL6258
02/10/2009;19;10622;DBL6290
02/10/2009;19;10622;EJV4998
02/10/2009;19;10622;DPE6600
02/10/2009;20;15821;DPE6606
02/10/2009;20;19984;EJV4433
02/10/2009;20;25624;DBL6048
02/10/2009;20;25650;EQU0844
02/10/2009;20;25612;DPE6600
02/10/2009;20;25612;EJV5070
02/10/2009;20;25624;EJV4555
02/10/2009;20;25612;CVP6990
02/10/2009;20;25612;DBL5966
02/10/2009;20;25612;DPE6599
02/10/2009;20;25612;DBL5929
02/10/2009;20;25612;DPE6606
02/10/2009;20;25191;EZX9600
02/10/2009;21;25148;CVP6990
02/10/2009;21;24636;DBL5938
02/10/2009;22;24636;DKR3745
02/10/2009;22;24636;EJV4558
02/10/2009;22;24650;EQU0844
02/10/2009;23;24272;EJV4998
02/10/2009;23;23971;EJV4555
02/10/2009;23;23971;DBL6081
02/10/2009;23;23971;EJV4433
02/10/2009;24;23971;EQU0220
05/10/2009;20;12764;EJV4400
05/10/2009;20;12764;DBL6298
05/10/2009;20;12703;DBL5928
05/10/2009;20;12703;EQU0220
05/10/2009;21;12372;DPE6606
05/10/2009;21;12357;DBL5928
05/10/2009;21;12357;DPE6350
05/10/2009;21;12357;EQU0500
05/10/2009;21;12357;DPE6609
05/10/2009;22;12357;EJV5348
05/10/2009;22;12357;EQU0220
05/10/2009;22;12266;EQU0230
05/10/2009;22;12266;EJV5911
05/10/2009;22;12266;DBL6081
05/10/2009;23;12266;EQU0220
05/10/2009;23;12266;DPE6600
05/10/2009;23;12266;EJV4558
06/10/2009;22;8997;DPE6606
06/10/2009;22;8997;DBL6282
06/10/2009;22;8997;EQU0230
06/10/2009;23;23957;COA0541
06/10/2009;23;23889;DBL5928
06/10/2009;23;23902;EQU0500
06/10/2009;23;23902;DBL6280
06/10/2009;23;23902;EJV4558
06/10/2009;23;23902;DBL6282
06/10/2009;23;23902;DPE6350
06/10/2009;23;23902;DBL6349
06/10/2009;23;23774;DBL6081
06/10/2009;23;23669;EJV4567
06/10/2009;23;23669;EJV5922
06/10/2009;23;23223;EJV4555
06/10/2009;24;23223;DBL5966
06/10/2009;24;23223;EQU0220
06/10/2009;24;23223;DBL6081
06/10/2009;24;22502;DBL5955
06/10/2009;24;21741;DPE6600
06/10/2009;25;21741;EQU0220
06/10/2009;25;21741;EJV4400
06/10/2009;25;21741;EJV5933
06/10/2009;25;21741;DBL5478
07/10/2009;24;15973;DBL6248
07/10/2009;24;15577;EQU0230
07/10/2009;24;15470;DBL5418
07/10/2009;24;15424;EQU0500
07/10/2009;24;14967;DBL5418
07/10/2009;24;14967;EQU0500
07/10/2009;24;15012;DPE6606
07/10/2009;25;24863;DPE6599
07/10/2009;25;24930;EJV5600
07/10/2009;25;24903;DBL5418
07/10/2009;25;24903;EJV4433
07/10/2009;25;24970;DPE6600
07/10/2009;25;24983;DBL6048
07/10/2009;26;24970;DBL5955
07/10/2009;26;24970;DBL6040
07/10/2009;26;24636;DBL5966
07/10/2009;25;24636;EJV5070
07/10/2009;25;24636;DBL6349
07/10/2009;25;24353;DBL6081
07/10/2009;25;24353;DPE6606
07/10/2009;25;24204;DBL6248
07/10/2009;25;24204;COA0541
07/10/2009;25;23774;EJV5600
07/10/2009;25;23640;DBL5955
07/10/2009;25;23640;DBL6290
07/10/2009;25;23626;DBL6040
07/10/2009;25;23640;DBL6248
07/10/2009;25;23446;EZX9600
07/10/2009;25;22828;EQU0500
07/10/2009;25;22616;CVP6990
07/10/2009;25;22218;DBL5938
07/10/2009;25;21928;EJV5600
07/10/2009;25;21578;DBL5418
07/10/2009;25;21056;EJV5933
07/10/2009;24;21056;EJV4400
07/10/2009;24;21056;DPE6350
08/10/2009;21;17845;DBL5418
08/10/2009;20;17845;DBL5478
08/10/2009;21;22800;EJV5070
08/10/2009;21;27764;EJV4555
08/10/2009;21;27800;EJV5338
08/10/2009;21;27340;EZX9600
08/10/2009;21;27148;DBL6280
08/10/2009;21;26705;DPE6606
08/10/2009;21;26607;DBL6048
08/10/2009;21;25906;DPE6599
08/10/2009;21;25906;EJV5933
08/10/2009;21;25417;DBL5929
08/10/2009;21;25417;DBL5938
08/10/2009;20;25417;EJV4555
08/10/2009;21;24943;DBL6280
08/10/2009;21;24190;DPE6599
08/10/2009;21;23861;DBL6290
09/10/2009;17;23488;EJV4558
09/10/2009;17;23488;DPE6600
09/10/2009;17;23194;DBL6258
09/10/2009;17;22885;EJV4555
09/10/2009;17;22885;DBL6280
09/10/2009;17;22885;DBL6048
09/10/2009;17;22885;DPE6700
09/10/2009;17;22885;DBL6298
09/10/2009;18;22885;DBL5928
09/10/2009;18;22430;DBL6040
09/10/2009;18;22072;DBL6280
09/10/2009;18;21842;EJV4998
09/10/2009;18;21842;EJV4433
09/10/2009;18;21842;EJV5911
09/10/2009;18;21842;EQU0844
09/10/2009;18;21483;EJV4558
09/10/2009;19;21202;DPE6599
09/10/2009;19;20127;DPE6350
09/10/2009;19;19516;DBL6290
09/10/2009;19;19531;EJV5922
09/10/2009;19;19516;EJV5600
09/10/2009;19;19290;DBL5928
09/10/2009;19;19290;DBL6280
09/10/2009;19;19290;DBL5966
09/10/2009;19;19022;EJV4433
09/10/2009;18;19022;DBL6248
09/10/2009;18;19022;DBL6290
12/10/2009;20;22659;EJV5911
12/10/2009;20;22659;DBL5938
12/10/2009;20;22659;DBL6258
12/10/2009;20;22673;DBL5955
12/10/2009;21;22673;EZX9600
12/10/2009;21;22673;DPE6609
13/10/2009;19;22644;DBL5504
13/10/2009;19;22644;EJV4555
13/10/2009;19;22445;EQU0500
13/10/2009;20;22445;DBL6081
14/10/2009;17;21363;DBL5938
14/10/2009;17;21363;DKR3745
14/10/2009;17;21188;DBL6040
14/10/2009;17;21173;DPE6609
14/10/2009;18;20998;DBL5418
14/10/2009;18;20850;EFO4823
14/10/2009;18;20850;DBL5955
14/10/2009;18;20850;DBL6280
14/10/2009;18;20706;DPE6600
14/10/2009;18;20659;EJV5070
14/10/2009;18;20615;DBL6048
14/10/2009;18;20542;DPE6599
14/10/2009;18;30648;EJV4433
14/10/2009;18;30667;DKR3745
14/10/2009;18;30667;DBL6048
14/10/2009;18;30667;DPE6599
14/10/2009;19;30667;DBL6081
14/10/2009;19;30673;EJV4400
14/10/2009;19;30425;DBL6081
14/10/2009;19;29910;DPE6600
14/10/2009;19;29684;EJV5933
14/10/2009;19;29693;EQU0844
14/10/2009;19;29693;DBL6248
14/10/2009;19;29260;COA0541
14/10/2009;20;28316;EJV5070
14/10/2009;20;28270;DBL5418
14/10/2009;20;28281;DBL5478
14/10/2009;20;28281;EJV5933
14/10/2009;20;27846;DBL5955
14/10/2009;21;27352;DBL6258
14/10/2009;21;27352;DBL6349
14/10/2009;21;27352;DBL5478
14/10/2009;21;27020;EJV4567
14/10/2009;21;26668;DBL5504
14/10/2009;21;26668;EJV5933
14/10/2009;21;26668;DBL5418
14/10/2009;22;26185;EJV4433
15/10/2009;21;24863;EZX9600
15/10/2009;21;24396;DBL6048
15/10/2009;21;23930;DPE6700
15/10/2009;20;23714;DBL5928
15/10/2009;20;23714;DPE6700
15/10/2009;20;23714;EQU0844
15/10/2009;20;23714;EJV5911
15/10/2009;20;23543;DBL6282
15/10/2009;21;23251;EQU0230
15/10/2009;21;22899;EJV4433
15/10/2009;21;22843;DPE6600
15/10/2009;21;22843;DBL6298
15/10/2009;21;22843;EJV5338
15/10/2009;21;22843;EJV4567
15/10/2009;21;22843;DPE6606
15/10/2009;21;22249;DBL5418
15/10/2009;21;22249;EJV4433
15/10/2009;21;22249;DBL5955
15/10/2009;21;22249;EJV4433
