Data;Temperatura (øC);Volume (L);Ve¡culo
06/01/2011;24;24313;EQU0844
06/01/2011;24;24244;EFO4823
06/01/2011;24;24190;DBL6298
06/01/2011;24;24190;EJV5933
06/01/2011;24;23804;EQU0230
06/01/2011;24;23819;EJV4567
06/01/2011;25;23819;EFO4823
07/01/2011;23;22072;DBL5955
07/01/2011;24;21392;EJV4998
07/01/2011;24;21202;DBL5938
07/01/2011;24;20895;EQU0231
07/01/2011;24;20881;DKR3745
07/01/2011;24;20895;CVP6990
07/01/2011;24;20895;DBL6040
07/01/2011;24;20895;DPE6599
07/01/2011;24;20754;DBL6349
07/01/2011;24;20498;DBL5929
10/01/2011;23;18377;DBL5504
10/01/2011;23;18377;DBL6048
10/01/2011;23;18377;EJV5922
10/01/2011;23;18377;DBL5928
10/01/2011;23;18117;COA0541
10/01/2011;23;18117;EQU0500
10/01/2011;24;18117;DBL5928
10/01/2011;24;18117;EJV4558
10/01/2011;24;18117;EJV4558
10/01/2011;24;18117;DBL5955
10/01/2011;24;18117;DBL5928
10/01/2011;24;18117;EJV4558
10/01/2011;24;18132;DBL6081
10/01/2011;24;18132;DBL6081
10/01/2011;25;18132;EJV5911
10/01/2011;25;18132;DBL6081
10/01/2011;25;18132;DBL6048
10/01/2011;25;18057;DBL6248
10/01/2011;25;17606;COA0541
10/01/2011;25;17606;EJV5348
10/01/2011;25;17606;DBL6298
11/01/2011;23;16629;DBL6282
11/01/2011;23;16629;DBL6248
11/01/2011;23;16629;DBL5955
11/01/2011;23;16629;DBL5938
11/01/2011;23;16309;DBL5938
11/01/2011;23;16248;EJV5600
11/01/2011;23;16248;DPE6700
11/01/2011;23;16248;DBL6248
11/01/2011;24;16248;EQU0844
11/01/2011;24;16138;DBL5928
11/01/2011;24;15119;EZX9600
13/01/2011;23;17622;EJV5600
13/01/2011;23;17622;DBL5418
13/01/2011;23;17622;DKR3745
13/01/2011;23;17622;EJV5922
13/01/2011;23;17622;EZX9600
13/01/2011;23;17298;DPE6350
13/01/2011;23;16553;EQU0230
13/01/2011;23;16553;EJV4567
13/01/2011;23;16553;EJV5348
13/01/2011;23;16553;DBL5955
13/01/2011;24;16293;EFO4823
13/01/2011;24;16309;EZX9600
13/01/2011;24;16105;CVP6990
13/01/2011;24;15470;DBL6048
13/01/2011;24;15279;EFO4823
13/01/2011;24;14936;EJV5933
13/01/2011;24;14676;DBL6349
13/01/2011;24;14676;DPE6350
13/01/2011;25;14676;DBL6040
14/01/2011;23;12058;DBL6298
14/01/2011;23;12058;EQU0220
14/01/2011;25;26996;DBL6290
14/01/2011;24;26996;CVP6990
14/01/2011;25;26451;EJV4567
14/01/2011;24;26451;EJV4555
14/01/2011;25;26451;EQU0231
14/01/2011;25;26451;DPE6700
14/01/2011;25;26451;DBL5966
14/01/2011;25;25547;DPE6609
14/01/2011;25;24744;DBL6248
14/01/2011;25;24609;CVP6990
14/01/2011;25;24623;EJV5338
14/01/2011;25;24555;DBL5504
14/01/2011;25;23819;EJV5933
14/01/2011;25;23819;EJV4558
14/01/2011;25;23557;DBL6349
14/01/2011;25;23557;DBL6040
14/01/2011;25;23018;DPE6700
14/01/2011;25;22913;DBL5955
14/01/2011;25;22871;DBL5955
14/01/2011;25;22616;DBL6280
14/01/2011;25;22616;DBL6048
17/01/2011;23;11190;DPE6600
17/01/2011;23;11175;DBL6290
17/01/2011;23;11175;COA0541
17/01/2011;23;10967;EFO4823
17/01/2011;23;10967;EQU0231
17/01/2011;23;10967;DBL6282
18/01/2011;26;28168;EQU0220
18/01/2011;26;27902;DBL6298
18/01/2011;26;27789;EJV5348
18/01/2011;26;27678;EJV5348
18/01/2011;26;27375;DBL5418
18/01/2011;26;27375;DKR3745
18/01/2011;26;27375;DPE6606
18/01/2011;27;27020;DPE6599
18/01/2011;27;27020;DPE6599
18/01/2011;26;27020;EJV5338
18/01/2011;26;26464;EJV4558
18/01/2011;26;26410;COA0541
18/01/2011;25;26385;DBL6349
18/01/2011;26;26033;DPE6599
18/01/2011;26;25560;EJV5600
18/01/2011;26;25430;EJV4400
18/01/2011;25;25430;DBL6258
19/01/2011;23;23902;EQU0844
19/01/2011;23;23902;DBL5966
19/01/2011;24;22958;EJV5070
19/01/2011;24;22958;DBL5478
19/01/2011;24;22530;DPE6350
19/01/2011;24;22402;EJV5922
19/01/2011;24;22101;DBL6248
19/01/2011;24;22101;EJV4400
19/01/2011;24;21726;DBL6248
19/01/2011;24;21726;DBL6280
19/01/2011;24;21726;DBL5928
19/01/2011;25;21726;DBL5955
19/01/2011;25;21726;DBL6040
19/01/2011;25;21726;EJV4567
19/01/2011;25;21392;EJV5911
19/01/2011;25;21304;COA0541
19/01/2011;25;20335;DKR3745
19/01/2011;25;20335;DBL6349
19/01/2011;25;20335;EQU0844
19/01/2011;25;20049;DPE6600
20/01/2011;23;15562;EQU0220
20/01/2011;23;15562;EJV4558
20/01/2011;23;15328;EQU0231
20/01/2011;24;14890;DBL6280
20/01/2011;23;14875;EQU0220
20/01/2011;23;14875;DBL5955
20/01/2011;24;14585;CVP6990
20/01/2011;24;14159;EJV4558
20/01/2011;24;14159;DBL6282
20/01/2011;24;14022;DBL5928
20/01/2011;24;14022;EJV5600
20/01/2011;24;14022;DBL6290
20/01/2011;24;13761;EJV5933
21/01/2011;23;9860;DBL6282
21/01/2011;23;9860;EQU0231
21/01/2011;23;9688;DBL5938
21/01/2011;23;9268;EJV5911
21/01/2011;23;8837;EJV4400
21/01/2011;23;8766;CVP6990
21/01/2011;23;8766;DBL5928
21/01/2011;24;8766;EJV4998
21/01/2011;24;8766;EQU0220
21/01/2011;24;8113;EZX9600
21/01/2011;24;8113;EJV4567
21/01/2011;24;8113;EJV5911
24/01/2011;23;21114;EQU0500
24/01/2011;23;21114;EQU0231
24/01/2011;23;21114;EQU0500
24/01/2011;23;21114;DBL5938
24/01/2011;23;21114;DBL6248
24/01/2011;24;20924;EJV4555
24/01/2011;24;20674;DBL5929
24/01/2011;24;20674;DBL5929
24/01/2011;24;20690;DBL6048
24/01/2011;24;20556;DBL5504
24/01/2011;25;20556;CVP6990
24/01/2011;25;20556;EJV5348
24/01/2011;25;20556;EJV4400
24/01/2011;25;20556;EJV4558
24/01/2011;25;20571;DBL6290
24/01/2011;25;20571;EJV4555
24/01/2011;26;20571;DBL6258
24/01/2011;26;20571;DPE6609
24/01/2011;26;20571;DBL5966
24/01/2011;26;20571;EJV5600
24/01/2011;26;20571;EQU0220
24/01/2011;26;20468;EJV4558
24/01/2011;26;20171;COA0541
24/01/2011;26;19859;EJV5922
24/01/2011;26;19859;DBL5478
25/01/2011;24;18600;EQU0231
25/01/2011;24;18192;DPE6700
25/01/2011;24;18192;EJV4433
25/01/2011;24;18192;EQU0230
25/01/2011;24;18192;DPE6606
25/01/2011;25;18192;EJV4555
25/01/2011;25;17688;DBL5504
25/01/2011;25;17688;DBL6081
25/01/2011;25;17704;DBL6298
25/01/2011;25;17704;EQU0231
25/01/2011;25;17704;EQU0231
25/01/2011;25;17704;EQU0500
26/01/2011;24;12794;DBL6081
26/01/2011;24;12794;DPE6599
26/01/2011;24;12794;DBL5928
26/01/2011;24;12794;DKR3745
26/01/2011;24;12447;DBL6258
26/01/2011;24;11637;EQU0231
26/01/2011;25;25586;EJV5911
26/01/2011;25;26185;DBL5955
26/01/2011;25;26185;DBL6290
26/01/2011;25;25456;DBL6282
26/01/2011;25;24917;EJV4433
26/01/2011;25;24823;DBL6081
26/01/2011;26;24797;DBL6248
26/01/2011;26;24582;EJV5911
26/01/2011;26;24582;DBL6290
26/01/2011;26;24582;DBL5418
26/01/2011;26;24299;DBL6248
26/01/2011;26;24026;DPE6700
26/01/2011;26;23640;EJV4555
26/01/2011;26;23640;EJV4555
26/01/2011;27;23640;DBL5929
26/01/2011;27;23640;DBL5955
26/01/2011;27;23640;EJV4433
27/01/2011;24;22516;EQU0231
27/01/2011;25;22516;DBL5504
27/01/2011;25;22402;EZX9600
27/01/2011;25;22373;DBL5929
27/01/2011;25;22249;DPE6599
28/01/2011;24;16416;DBL6081
28/01/2011;24;16416;DBL6290
28/01/2011;25;16416;DBL6298
28/01/2011;25;15973;DKR3745
28/01/2011;25;15897;DBL6258
28/01/2011;25;15821;EQU0220
28/01/2011;25;15546;EQU0844
28/01/2011;26;14768;DBL5418
28/01/2011;26;14219;DBL6048
28/01/2011;26;13931;EJV5348
28/01/2011;26;13278;DPE6350
28/01/2011;26;13202;DBL6290
28/01/2011;26;12907;EQU0220
28/01/2011;27;12734;DBL6248
28/01/2011;27;12734;DBL5929
28/01/2011;27;12462;DBL6048
28/01/2011;27;12462;EJV5922
31/01/2011;25;13840;DBL6349
31/01/2011;25;13840;EZX9600
31/01/2011;25;13840;EJV4400
31/01/2011;25;13613;DBL6349
31/01/2011;25;13613;EJV4558
31/01/2011;25;13613;DBL5955
31/01/2011;25;13613;CVP6990
31/01/2011;25;13613;EJV5600
31/01/2011;26;13613;EJV4400
31/01/2011;26;13613;CVP6990
31/01/2011;26;13613;EJV5911
31/01/2011;26;13613;EJV4567
31/01/2011;26;13399;COA0541
31/01/2011;26;13278;DBL6349
31/01/2011;26;13278;DBL6349
31/01/2011;26;13278;DBL5966
31/01/2011;27;13278;DBL6290
31/01/2011;27;13278;DBL6349
31/01/2011;27;13278;DBL6282
31/01/2011;27;13278;EQU0844
01/02/2011;23;10774;EFO4823
01/02/2011;23;10774;DBL6081
01/02/2011;23;10774;EQU0500
01/02/2011;23;10774;DBL5955
01/02/2011;23;10774;DPE6700
01/02/2011;23;10774;CVP6990
01/02/2011;23;10774;DPE6609
01/02/2011;23;10774;DPE6700
01/02/2011;23;10495;EJV5348
01/02/2011;23;10435;DBL5929
01/02/2011;24;10272;EJV4558
01/02/2011;24;9980;EJV5600
01/02/2011;24;9688;DBL6258
01/02/2011;27;19208;EQU0844
01/02/2011;27;23251;DBL6040
01/02/2011;27;22459;EQU0500
01/02/2011;27;22459;EJV5070
01/02/2011;27;21770;DBL6048
01/02/2011;27;21483;DBL6349
01/02/2011;27;21261;EZX9600
02/02/2011;24;17404;EJV5348
02/02/2011;24;17404;DPE6609
02/02/2011;24;17116;EQU0231
02/02/2011;24;17116;EJV5922
02/02/2011;24;17116;DBL5928
02/02/2011;24;17116;EJV4567
02/02/2011;25;17025;DPE6600
02/02/2011;25;16171;DBL5478
02/02/2011;25;15745;DBL6040
02/02/2011;25;15745;DBL6280
02/02/2011;25;15455;DPE6606
02/02/2011;26;15455;EJV4567
03/02/2011;24;10729;CVP6990
03/02/2011;24;10405;DBL5418
03/02/2011;24;10068;EQU0500
03/02/2011;24;10068;DBL6298
03/02/2011;24;9796;EJV5922
03/02/2011;24;9749;EZX9600
03/02/2011;24;9749;DBL6298
03/02/2011;24;9749;DBL5418
03/02/2011;26;15805;EJV4400
04/02/2011;24;18268;EJV5338
04/02/2011;24;18283;DBL5504
04/02/2011;24;18147;EJV4558
04/02/2011;25;17465;EQU0500
04/02/2011;25;16736;EJV5600
04/02/2011;25;16736;EQU0500
04/02/2011;25;16309;DPE6599
04/02/2011;25;15623;DPE6350
04/02/2011;26;24810;EQU0220
07/02/2011;24;14615;DPE6600
07/02/2011;24;14615;DBL5929
07/02/2011;24;14615;DBL5966
07/02/2011;24;14615;EQU0500
07/02/2011;24;14615;DBL6282
07/02/2011;25;14615;EJV5070
07/02/2011;25;14615;DBL6290
07/02/2011;25;14615;DBL5938
08/02/2011;24;11891;DBL5928
09/02/2011;25;19696;DBL6040
09/02/2011;25;19696;DBL6349
09/02/2011;25;19696;DPE6606
09/02/2011;25;19696;DBL5418
09/02/2011;25;19397;DBL6048
09/02/2011;26;18872;DBL6048
09/02/2011;26;17890;EQU0230
09/02/2011;26;17298;DBL5938
09/02/2011;26;17237;DBL6248
09/02/2011;27;16507;COA0541
09/02/2011;27;16507;EJV4555
09/02/2011;27;16507;DBL6290
09/02/2011;27;16507;DBL6258
09/02/2011;28;16186;DBL5966
09/02/2011;28;16186;EQU0231
09/02/2011;28;16186;DBL5955
09/02/2011;28;15729;EJV5933
09/02/2011;28;15546;DPE6609
09/02/2011;28;14436;EJV5070
10/02/2011;25;11786;DBL6290
10/02/2011;25;10479;DBL6349
10/02/2011;25;10155;EQU0844
10/02/2011;25;10082;COA0541
10/02/2011;25;10082;EJV4558
10/02/2011;26;10082;DPE6700
10/02/2011;26;10082;DPE6599
10/02/2011;26;10082;DBL6290
11/02/2011;25;23003;EJV4558
11/02/2011;25;23003;EQU0844
11/02/2011;25;23003;DBL5478
11/02/2011;25;23003;DPE6700
11/02/2011;26;22502;EJV4567
11/02/2011;25;22502;DBL6290
11/02/2011;25;22502;EJV5070
11/02/2011;25;22502;DBL6282
11/02/2011;25;22502;DBL5478
11/02/2011;25;22502;EJV4400
14/02/2011;25;18117;EQU0500
14/02/2011;25;18011;DBL6081
14/02/2011;25;18011;EJV5348
14/02/2011;25;17875;EJV4400
14/02/2011;25;17655;EJV5911
14/02/2011;26;17526;DBL5418
14/02/2011;26;17526;DBL6349
14/02/2011;26;17526;EQU0500
14/02/2011;26;17526;DPE6600
14/02/2011;26;17207;EJV4567
14/02/2011;26;17085;DPE6599
15/02/2011;24;15104;EJV5070
15/02/2011;23;15104;EFO4823
15/02/2011;23;14967;EQU0220
15/02/2011;23;14967;EJV5338
15/02/2011;24;14753;EFO4823
15/02/2011;24;14661;DBL5478
15/02/2011;24;14661;DBL6282
15/02/2011;24;14661;EFO4823
15/02/2011;24;13916;DPE6350
15/02/2011;24;13232;CVP6990
15/02/2011;24;13172;EJV5070
15/02/2011;24;12907;EJV4433
15/02/2011;25;12107;DBL6282
15/02/2011;25;12107;DBL5955
16/02/2011;26;21483;EJV5070
16/02/2011;26;21483;DBL5478
16/02/2011;26;21483;EQU0844
16/02/2011;26;21483;DBL6258
16/02/2011;26;20881;EJV5922
17/02/2011;23;17784;DPE6700
17/02/2011;23;17389;EJV5600
17/02/2011;23;17389;DPE6606
17/02/2011;23;17116;DBL6290
17/02/2011;23;16882;DBL5418
17/02/2011;24;16659;EJV5933
17/02/2011;24;16659;EJV4998
17/02/2011;24;16370;DBL6081
17/02/2011;24;15821;DBL5504
17/02/2011;24;15821;DBL6349
17/02/2011;24;15821;DPE6606
17/02/2011;24;15516;DBL6280
17/02/2011;24;15531;EJV5933
17/02/2011;25;15531;EJV5933
17/02/2011;25;15073;DBL5955
17/02/2011;25;14311;EQU0500
17/02/2011;25;14296;EJV5600
17/02/2011;25;14296;EQU0230
17/02/2011;25;14296;DPE6350
17/02/2011;26;13679;EJV5911
17/02/2011;26;13490;DPE6350
17/02/2011;26;13490;EFO4823
17/02/2011;26;13490;DKR3745
18/02/2011;23;11996;EJV5600
18/02/2011;23;11996;DBL6349
18/02/2011;23;11281;EJV4558
18/02/2011;23;10893;EZX9600
18/02/2011;23;10893;DBL6081
18/02/2011;24;10390;DBL6048
18/02/2011;24;10141;DBL6048
21/02/2011;24;9844;EQU0231
21/02/2011;24;9844;DPE6350
21/02/2011;24;9412;EFO4823
21/02/2011;24;9398;DBL5929
21/02/2011;24;9398;EQU0844
21/02/2011;25;9398;DBL6349
21/02/2011;25;9398;DBL5966
21/02/2011;25;9398;EQU0220
21/02/2011;25;9297;DBL5929
21/02/2011;25;9297;EQU0500
21/02/2011;25;9297;DBL5938
21/02/2011;26;9297;DPE6599
21/02/2011;26;9297;DBL6040
21/02/2011;26;9254;EJV4555
21/02/2011;26;9254;DBL5418
21/02/2011;26;9254;DBL6258
21/02/2011;26;9254;EQU0231
21/02/2011;26;8866;EJV5600
21/02/2011;26;8666;EJV5600
21/02/2011;26;8523;EQU0844
22/02/2011;23;8302;DBL5938
22/02/2011;23;8302;DBL6258
22/02/2011;23;8302;DPE6606
22/02/2011;23;8302;EFO4823
22/02/2011;23;8302;EFO4823
22/02/2011;23;8302;DBL5929
22/02/2011;24;8302;DBL5418
22/02/2011;24;7707;DBL5478
22/02/2011;24;7073;EJV5348
22/02/2011;24;6948;EQU0844
22/02/2011;24;6544;EJV5922
22/02/2011;25;6330;DBL5478
22/02/2011;25;5958;DBL5955
22/02/2011;25;5349;DPE6609
22/02/2011;25;4878;DBL5929
22/02/2011;25;4744;DBL5418
22/02/2011;25;4744;COA0541
22/02/2011;26;4534;EJV5070
22/02/2011;26;4534;DBL6290
22/02/2011;26;4252;DBL6040
22/02/2011;30;18329;EQU0500
23/02/2011;27;13445;DBL5966
23/02/2011;27;13445;EQU0220
23/02/2011;28;23460;EQU0844
23/02/2011;28;23432;DBL5955
23/02/2011;28;23003;DBL5929
23/02/2011;28;22218;DBL5478
23/02/2011;28;22218;DBL5966
24/02/2011;25;19037;EQU0500
24/02/2011;25;19037;EJV5338
24/02/2011;25;19037;DBL6081
24/02/2011;25;18872;EZX9600
24/02/2011;25;18600;DBL6349
24/02/2011;25;18208;DBL6298
24/02/2011;25;18208;DKR3745
24/02/2011;26;17606;DBL5418
24/02/2011;26;17541;DBL5955
24/02/2011;26;16461;DBL6280
24/02/2011;26;16138;DBL6282
24/02/2011;27;15958;DBL6298
24/02/2011;27;15500;DBL5929
24/02/2011;27;15500;EJV5922
25/02/2011;24;12432;DBL5478
25/02/2011;24;12156;EJV4558
25/02/2011;25;11906;EJV5348
25/02/2011;24;11906;EJV5070
25/02/2011;25;11547;DBL5478
25/02/2011;25;10744;EQU0231
25/02/2011;25;10744;EJV5933
25/02/2011;25;10744;DBL6349
25/02/2011;25;10744;DBL5418
25/02/2011;25;10744;DBL6290
25/02/2011;25;10495;DBL5929
25/02/2011;26;10435;DBL5929
25/02/2011;26;10435;DBL6048
25/02/2011;26;23138;DBL5966
25/02/2011;27;25482;DKR3745
25/02/2011;27;25247;EJV4433
25/02/2011;27;25247;EJV5911
25/02/2011;27;25247;DBL6298
25/02/2011;27;25247;DBL6048
25/02/2011;27;25247;DBL5418
25/02/2011;27;24730;DBL6258
25/02/2011;27;24730;EJV4555
25/02/2011;28;24744;EQU0230
28/02/2011;23;8170;EQU0500
28/02/2011;23;8170;DBL6258
28/02/2011;23;8170;DBL5938
28/02/2011;23;8170;EJV5933
28/02/2011;23;8170;EQU0844
28/02/2011;23;8170;EQU0844
28/02/2011;23;8170;DPE6700
28/02/2011;23;8170;DPE6700
28/02/2011;23;8170;EQU0230
28/02/2011;23;8170;DKR3745
28/02/2011;24;7749;DPE6700
01/03/2011;21;6571;EJV4567
01/03/2011;22;6011;DBL5929
01/03/2011;24;21027;EQU0230
01/03/2011;24;25443;DBL5955
01/03/2011;24;25391;DBL6040
01/03/2011;24;24877;EJV4558
01/03/2011;24;24527;DBL5478
01/03/2011;24;24527;DBL6282
01/03/2011;24;24527;DBL5966
01/03/2011;24;24527;DPE6350
01/03/2011;24;24484;EJV4998
01/03/2011;24;24484;CVP6990
01/03/2011;24;24484;EJV5338
01/03/2011;24;24425;EQU0500
01/03/2011;24;24149;DBL6280
01/03/2011;24;24149;DPE6606
04/03/2011;20;7004;DBL6081
04/03/2011;20;7004;DBL6248
04/03/2011;20;6919;EJV4555
04/03/2011;20;6705;EJV4555
07/03/2011;21;14341;DBL5966
07/03/2011;21;14341;DBL5955
07/03/2011;21;14341;EJV5600
07/03/2011;21;14341;DBL5929
07/03/2011;21;14341;DBL6282
07/03/2011;21;14341;EJV4567
07/03/2011;21;14341;DPE6609
07/03/2011;21;14341;DBL6280
07/03/2011;22;14341;EJV4433
07/03/2011;22;14341;EFO4823
07/03/2011;22;14341;EZX9600
09/03/2011;20;9965;DBL5966
09/03/2011;21;9965;DBL5966
09/03/2011;21;9965;DBL5418
09/03/2011;21;9951;DBL6290
09/03/2011;21;9965;DBL5966
09/03/2011;21;14568;EQU0230
09/03/2011;21;24440;DBL6248
09/03/2011;21;24440;EJV4400
09/03/2011;22;24440;DPE6606
09/03/2011;22;24440;EJV4433
09/03/2011;22;24299;DBL6290
09/03/2011;22;24299;EJV5933
09/03/2011;22;24299;EQU0231
09/03/2011;22;24313;DBL6298
09/03/2011;22;24313;DBL6248
09/03/2011;22;23875;DBL5418
09/03/2011;23;23729;DPE6609
09/03/2011;23;23729;DBL6282
09/03/2011;23;23744;DBL5929
09/03/2011;23;23744;DBL5966
09/03/2011;23;23390;DPE6606
09/03/2011;23;23194;DBL6282
09/03/2011;23;23194;DBL5418
09/03/2011;23;23194;DBL5938
10/03/2011;22;22445;DPE6606
10/03/2011;22;22445;EJV5911
10/03/2011;22;22445;DBL5504
10/03/2011;22;22445;EQU0844
10/03/2011;22;22445;EQU0220
10/03/2011;22;22445;EQU0500
10/03/2011;23;21799;DPE6350
10/03/2011;23;21202;DPE6700
10/03/2011;23;21027;COA0541
10/03/2011;23;20394;DBL6048
10/03/2011;23;20394;DBL6282
10/03/2011;23;20394;EJV5338
10/03/2011;23;19936;DBL6349
10/03/2011;23;19726;DBL6081
10/03/2011;24;19561;DKR3745
10/03/2011;24;19561;EJV5911
10/03/2011;24;19397;DBL6290
10/03/2011;24;19397;EJV5070
10/03/2011;24;19412;COA0541
10/03/2011;25;19412;EJV4400
10/03/2011;25;19290;CVP6990
10/03/2011;25;19290;DBL5928
10/03/2011;25;18917;DPE6609
10/03/2011;25;18781;DPE6350
10/03/2011;25;18041;EQU0844
10/03/2011;25;18041;EJV5922
11/03/2011;23;14982;DBL5504
11/03/2011;23;14982;COA0541
11/03/2011;23;14982;EJV5922
11/03/2011;23;14982;DPE6600
11/03/2011;23;14982;EQU0844
11/03/2011;23;14798;EJV4400
11/03/2011;23;14502;DPE6606
11/03/2011;24;14502;DBL5955
11/03/2011;24;14502;DBL5955
11/03/2011;24;13962;EJV4998
11/03/2011;24;13962;EZX9600
11/03/2011;24;15409;COA0541
11/03/2011;27;28935;EJV5348
11/03/2011;27;28995;DBL6081
11/03/2011;27;28985;EJV4400
11/03/2011;27;28995;CVP6990
11/03/2011;27;28861;EQU0220
14/03/2011;22;13794;DBL5478
14/03/2011;22;13794;DPE6606
14/03/2011;22;13794;EQU0500
14/03/2011;22;13794;EJV5911
14/03/2011;22;13794;DBL5418
15/03/2011;22;11190;EJV4998
15/03/2011;22;11190;DBL6290
15/03/2011;23;11190;DBL6040
15/03/2011;23;11190;DBL6248
15/03/2011;23;10744;DBL6040
15/03/2011;23;10361;DBL5929
15/03/2011;23;10346;EJV4433
15/03/2011;24;25106;DPE6350
15/03/2011;24;25286;DBL5966
15/03/2011;24;25286;DPE6700
15/03/2011;24;25286;DBL6040
15/03/2011;24;25286;EQU0844
15/03/2011;24;25286;EJV5070
15/03/2011;24;25286;DBL6280
15/03/2011;24;25286;DPE6599
15/03/2011;24;25286;EQU0230
16/03/2011;21;20186;EJV5070
16/03/2011;21;19800;DBL5418
16/03/2011;21;19770;EJV5070
16/03/2011;22;18842;DBL6349
16/03/2011;21;18842;EJV4567
16/03/2011;21;18842;EJV5922
16/03/2011;21;18842;EJV5338
16/03/2011;22;18540;CVP6990
16/03/2011;22;18540;EJV4998
16/03/2011;22;18540;EJV5911
16/03/2011;22;18540;DPE6350
16/03/2011;22;18299;DBL6081
16/03/2011;22;18072;DBL5955
16/03/2011;22;18072;EQU0230
16/03/2011;22;18072;EJV4558
16/03/2011;22;18072;EJV5933
16/03/2011;22;17921;DBL6040
16/03/2011;23;17921;EJV5338
16/03/2011;23;17921;EQU0230
16/03/2011;23;17435;EFO4823
16/03/2011;23;17435;DBL6248
16/03/2011;23;17435;EQU0220
16/03/2011;23;17222;EQU0231
16/03/2011;23;16324;EFO4823
16/03/2011;23;16324;DPE6700
16/03/2011;23;16324;EQU0844
17/03/2011;21;11410;DBL5938
17/03/2011;21;11394;EJV5338
18/03/2011;23;21363;CVP6990
18/03/2011;23;21363;EJV5338
18/03/2011;23;21363;DBL6258
18/03/2011;23;21129;EQU0500
18/03/2011;23;20924;EQU0220
18/03/2011;23;20924;DBL6258
18/03/2011;23;20924;EJV4400
18/03/2011;23;20738;DBL5929
18/03/2011;23;20033;EJV5338
18/03/2011;24;18902;DBL6290
18/03/2011;24;18314;EJV5600
18/03/2011;24;17799;DKR3745
18/03/2011;24;17495;EQU0230
18/03/2011;24;17389;DBL5418
18/03/2011;24;17070;EQU0844
18/03/2011;24;17070;DBL5418
21/03/2011;20;13323;DBL6349
21/03/2011;20;13323;CVP6990
21/03/2011;21;12891;DPE6609
21/03/2011;21;12891;EFO4823
21/03/2011;22;12891;DBL5928
21/03/2011;22;12891;DBL6040
21/03/2011;22;12891;DPE6700
21/03/2011;22;12891;EJV5348
21/03/2011;22;12891;EQU0844
21/03/2011;22;12907;DBL6280
21/03/2011;22;12907;DBL5504
21/03/2011;22;12907;EJV4555
21/03/2011;23;12907;DBL5504
21/03/2011;23;12907;COA0541
21/03/2011;23;12907;DBL5938
21/03/2011;23;12907;DBL6349
21/03/2011;23;12907;EJV5911
22/03/2011;22;15882;EJV5922
22/03/2011;22;25727;EZX9600
22/03/2011;22;25417;EQU0231
22/03/2011;23;24996;EJV5911
22/03/2011;23;24704;DPE6350
22/03/2011;23;24704;DBL5955
22/03/2011;23;24582;DBL6282
22/03/2011;23;24454;EJV4555
22/03/2011;24;24454;DBL5955
24/03/2011;22;11265;DBL5938
24/03/2011;22;11175;DBL5955
24/03/2011;23;10390;EQU0220
25/03/2011;22;17981;EJV5911
25/03/2011;23;17906;DBL6280
25/03/2011;23;17906;EJV5911
25/03/2011;23;17906;DBL6040
25/03/2011;23;17921;EJV5348
25/03/2011;23;17921;DBL5478
28/03/2011;23;14921;EJV4400
28/03/2011;23;14921;EJV4998
29/03/2011;24;28002;DBL6282
29/03/2011;25;27913;DBL6248
29/03/2011;25;27375;EJV5922
29/03/2011;25;27269;DBL6298
29/03/2011;25;27174;EJV4400
29/03/2011;25;27032;DBL6280
29/03/2011;25;27032;DBL6290
29/03/2011;25;26545;DBL5418
29/03/2011;26;26285;DBL5966
29/03/2011;26;25931;DPE6599
29/03/2011;26;25931;EJV5922
29/03/2011;26;25740;EQU0844
29/03/2011;26;25495;EJV5338
29/03/2011;26;24623;DBL5929
30/03/2011;23;21246;EJV5933
30/03/2011;23;21246;EJV4567
30/03/2011;23;20924;EQU0230
30/03/2011;23;20924;DBL6040
30/03/2011;23;20924;EJV5911
30/03/2011;24;20498;EQU0844
30/03/2011;24;20049;DBL5418
30/03/2011;24;19382;EJV5070
30/03/2011;24;19082;DBL6298
30/03/2011;24;18977;EQU0220
30/03/2011;24;17936;EJV4433
30/03/2011;24;17556;EJV4400
31/03/2011;22;12973;DPE6350
31/03/2011;22;12973;EJV5600
31/03/2011;22;12973;EJV4400
31/03/2011;22;12973;EJV4558
31/03/2011;22;12523;DBL6081
31/03/2011;22;12523;DBL6040
31/03/2011;22;12523;DBL5929
31/03/2011;22;12523;DBL6048
31/03/2011;23;12523;EJV5338
31/03/2011;23;12447;COA0541
31/03/2011;23;11786;DPE6700
31/03/2011;23;11786;EJV4567
31/03/2011;23;11786;EJV4555
31/03/2011;23;10952;EQU0220
31/03/2011;28;25482;DPE6600
31/03/2011;27;25339;DPE6600
31/03/2011;27;24636;DKR3745
31/03/2011;27;24204;EJV5070
31/03/2011;27;23889;DBL6258
01/04/2011;23;21827;DPE6350
01/04/2011;23;21827;DBL5928
01/04/2011;23;21827;EQU0230
01/04/2011;23;21827;EQU0231
01/04/2011;23;21363;DBL6349
01/04/2011;23;21363;DPE6350
01/04/2011;23;21363;EQU0231
01/04/2011;24;20754;DBL6349
01/04/2011;24;20754;DBL5418
01/04/2011;24;20754;DBL5966
01/04/2011;24;20754;DBL6349
01/04/2011;24;20722;EJV5922
01/04/2011;24;20112;EJV4555
01/04/2011;25;19397;DBL6258
01/04/2011;25;19412;DBL6282
01/04/2011;25;18977;DBL5418
01/04/2011;25;18162;DBL5928
01/04/2011;25;18011;DPE6599
01/04/2011;25;18011;EJV5933
